user_id,birthdate,gender,married,has_children,home_country,home_city,age,age_group,latest_session,total_trips,total_cancellations,total_sessions,total_cancellation_rate,average_checked_bags,prefers_flights,prefers_hotels,prefers_both,conversion_rate,average_clicks,total_clicks,click_efficiency,average_hotel_discount,average_flight_discount,flight_discount_proportion,hotel_discount_proportion,both_discount_proportion,discount_responsiveness,total_hotel_usd_spent,total_flight_usd_spent,total_usd_spent,total_nights,avg_nights,scaled_hotel_ads,ads_per_km,scaled_ads_per_km,hotel_hunter_index,flight_hunter_index,total_cancellation_rate_scaled,average_checked_bags_scaled,conversion_rate_scaled,prefers_flights_scaled,prefers_hotels_scaled,prefers_both_scaled,discount_responsiveness_scaled,flight_discount_proportion_scaled,average_flight_discount_scaled,hotel_discount_proportion_scaled,average_hotel_discount_scaled,both_discount_proportion_scaled,flight_hunter_index_scaled,hotel_hunter_index_scaled,total_hotel_usd_spent_scaled,total_flight_usd_spent_scaled,avg_nights_scaled,cluster,cluster_label
23557,1958-12-08,F,True,False,usa,new york,65.0,65+,2023-07-14,5,1,12,0.2,1.0,0.2,0.4,0.4,0.4166666666666667,15.416666666666666,185,37.0,0.175,0.15,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,10939.5,706.941,11646.441,22.0,7.333333333333333,0.14679951690821255,6.530954268288289e-06,0.002771708479253953,0.004281652576489532,3.464635599067441e-05,1.857110994216462,0.9476469266475273,0.3763101760537838,0.5249876122646742,0.8872022242141543,-0.7619102123870821,0.5414431306200814,-0.49580983389806443,0.46587535861831536,0.6235310268682372,1.44876866869075,-0.4662815134060123,-0.10857790977206913,1.6608141095197186,0.505468202986938,-0.3536568015964814,1.2632724399202795,3,Free Checked Bag
94883,1972-03-16,F,True,False,usa,kansas city,52.0,45-54,2023-05-28,3,0,12,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.25,8.333333333333334,100,33.333333333333336,0.075,0.1,0.08333333333333333,0.16666666666666666,0.0,0.027777777777777776,230.0,5354.86,5584.86,1.0,0.5,0.004629629629629629,1.6555525250859996e-06,0.0007026092639956308,5.7870370370370366e-05,5.85507719996359e-06,-0.3137057520779782,0.9476469266475273,-0.4962885431664063,1.2182957790733029,-0.5843954883840279,-0.009663398594313567,-0.3009296342162313,-0.49580983389806443,-0.12126542155327984,0.6235310268682372,-0.009522575368285949,-0.4662815134060123,-0.1241450994979543,-0.42220046260319705,-0.7243396989362355,3.321879492478644,-0.9944029359416361,3,Free Checked Bag
101486,1972-12-07,F,True,True,usa,tacoma,51.0,45-54,2023-07-18,5,1,13,0.2,1.75,0.0,0.2,0.8,0.38461538461538464,26.153846153846153,340,68.0,0.0,0.075,0.3076923076923077,0.0,0.0,0.0,34770.0,2887.0515,37657.0515,38.0,7.6,0.34993961352657005,1.132948202081284e-05,0.004808182708477666,0.0,0.00011095806250333075,1.857110994216462,2.429361245220025,0.20850273004990114,-0.5149746379482691,0.1514033679150632,0.36646000830207104,-0.7221160166343877,1.3724665269994611,-0.4148358116390776,-0.9580825131134478,-1.103241008412563,-0.4662815134060123,-0.06731684518983631,-0.4507400081794328,3.2420046619047387,1.3703567338898877,1.351376844831964,1,Exclusive Discounts
101961,1980-09-14,F,True,False,usa,boston,44.0,35-44,2023-06-22,7,0,12,0.0,0.5,0.0,0.14285714285714285,0.8571428571428571,0.5833333333333334,18.166666666666668,218,31.142857142857142,0.1,0.13333333333333333,0.25,0.08333333333333333,0.0,0.011904761904761904,23144.0,1924.233,25068.233,22.0,3.142857142857143,0.13310328962502876,1.8515956697262113e-05,0.007858091187147632,0.001109194080208573,0.0002619363729049211,-0.3137057520779782,-0.04016261906747105,1.248908895273974,-0.5149746379482691,-0.05882487674182,0.5276557541148069,-0.5416075670266064,0.8920526056258116,0.2701617652277836,-0.16727574312260526,0.3550502356464732,-0.4662815134060123,0.014315791540194609,0.09627385750702837,1.906951982717212,0.6089677463974268,-0.1212253515490485,3,Free Checked Bag
106907,1978-11-17,F,True,True,usa,miami,45.0,45-54,2023-07-27,4,1,14,0.25,3.6666666666666665,0.0,0.25,0.75,0.2857142857142857,26.285714285714285,368,92.0,0.2,0.15,0.07142857142857142,0.07142857142857142,0.0,0.017857142857142856,25574.8,14067.57,39642.37,34.0,8.5,0.34319377348362856,1.387203643240766e-06,0.0005887231700720713,0.0049027681926232655,6.307748250772192e-06,2.399815180790072,6.215964503794185,-0.3093031033335085,-0.5149746379482691,0.33535308198983593,0.22541373071592677,-0.4513533422227157,-0.594942865292627,0.46587535861831536,-0.28024813883558275,1.8133414797055094,-0.4662815134060123,-0.12390034426555988,1.9671255659923799,2.186088921696142,10.211819232123695,1.6487292114088994,3,Free Checked Bag
118043,1972-05-04,F,False,True,usa,los angeles,52.0,45-54,2023-07-15,7,1,13,0.14285714285714285,0.6,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5384615384615384,16.153846153846153,210,30.0,0.125,0.16666666666666666,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.14285714285714285,23526.8,2398.8,25925.6,22.0,5.5,0.23678341384863125,1.986368405489127e-05,0.008430060793947881,0.006830290784095133,0.00021615540497302258,1.236877638132336,0.15739929007552858,1.0139784708685378,0.9706857194987926,0.46674573490038784,-0.6813123394807141,1.443985378658988,0.09136273666972936,0.6615889520088472,1.2318439268611934,0.7196230466612321,0.9526862906278326,-0.010437572796663798,2.917709059695074,1.9509101941048763,0.9842514448591149,0.6575546561524486,3,Free Checked Bag
120851,1972-09-25,F,True,True,usa,santa ana,51.0,45-54,2023-06-12,5,1,13,0.2,0.6,0.2,0.0,0.8,0.38461538461538464,25.307692307692307,329,65.8,0.0,0.175,0.3076923076923077,0.0,0.0,0.06153846153846154,12240.0,4366.754,16606.754,24.0,8.0,0.1642512077294686,1.5129397525789528e-05,0.006420850259486697,0.0,0.00034573809089543755,1.857110994216462,0.15739929007552858,0.20850273004990114,0.5249876122646742,-0.5843954883840279,0.36646000830207104,0.2109738151842973,1.3724665269994611,0.759445748704113,-0.9580825131134478,-1.103241008412563,-0.4662815134060123,0.05962663906442462,-0.4507400081794328,0.6548089916746533,2.5404933570073944,1.483533452199491,1,Exclusive Discounts
125845,1983-12-01,F,True,False,usa,el paso,40.0,35-44,2023-07-20,6,1,13,0.16666666666666666,0.6666666666666666,0.0,0.0,1.0,0.46153846153846156,26.153846153846153,340,56.666666666666664,0.06666666666666667,0.15,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,30293.4,7173.857,37467.257,29.0,4.833333333333333,0.24390821256038647,4.457354430819766e-06,0.0018916817609536463,0.0025016226929270406,2.1827097241772844e-05,1.4953082031673885,0.289107229504195,0.6112406004592197,-0.5149746379482691,-0.5843954883840279,0.9306451186466475,0.4442462731389686,-0.5491891584951365,0.46587535861831536,0.5018684468696463,-0.13104684570653893,0.9526862906278326,-0.11550916956570322,0.7829686133899116,2.7279416287333227,4.7603274284934,0.43729364387323716,3,Free Checked Bag
133058,2005-04-07,F,False,False,usa,austin,19.0,18-24,2023-07-16,2,0,13,0.0,0.0,0.5,0.5,0.0,0.15384615384615385,8.692307692307692,113,56.5,0.08333333333333333,0.15,0.07692307692307693,0.23076923076923078,0.0,0.15384615384615385,871.25,423.51,1294.76,5.0,5.0,0.03507447665056361,4.260416303634512e-06,0.0018081020795496258,0.0006745091663569924,2.0862716302495682e-05,-0.3137057520779782,-1.0279721647824693,-0.9997108811780543,2.084930987584089,1.2551016523636995,-1.8902804330762353,1.6106085629123248,-0.5491891584951365,0.46587535861831536,1.2318439268611934,0.11200169496996702,-0.4662815134060123,-0.11603060180769863,-0.11809680974069761,-0.6507028048601129,-0.5777917160315236,0.4923588969430401,4,Free Hotel Meal
149058,1973-01-22,F,False,True,usa,birmingham,51.0,45-54,2023-06-19,7,1,12,0.14285714285714285,0.5714285714285714,0.0,0.0,1.0,0.5833333333333334,15.416666666666666,185,26.428571428571427,0.0,0.05,0.08333333333333333,0.0,0.0,0.0,54213.0,2931.8725,57144.8725,51.0,7.285714285714286,0.36374798711755235,2.1875070657287735e-06,0.0009283684486888123,0.0,3.868201869536718e-06,1.236877638132336,0.10095303032038579,1.248908895273974,-0.5149746379482691,-0.5843954883840279,0.9306451186466475,-0.7221160166343877,-0.49580983389806443,-0.7084062017248752,-0.9580825131134478,-1.103241008412563,-0.4662815134060123,-0.12521938541124328,-0.4507400081794328,5.474709740301701,1.4058008137537452,1.2475395104717644,3,Free Checked Bag
